Name,Coefficient
Intercept,56.456
monate_seit_einfuehrung_programm_kohorte,-0.293
rabatt_indexiert,0.01
monat_monat_10,1.527
monat_monat_11,0.144
monat_monat_12,2.612
monat_monat_2,1.417
monat_monat_3,1.902
monat_monat_4,0.179
monat_monat_5,-0.485
monat_monat_6,-0.15
monat_monat_7,-0.018
monat_monat_8,-1.267
monat_monat_9,-1.23
kohorte_monat_10,-1.743
kohorte_monat_11,-3.777
kohorte_monat_12,-1.479
kohorte_monat_2,-0.432
kohorte_monat_3,-2.265
kohorte_monat_4,-0.429
kohorte_monat_5,0.98
kohorte_monat_6,-4.941
kohorte_monat_7,-2.939
kohorte_monat_8,10.653
kohorte_monat_9,7.516
monat_jahreszeit_Herbst,0.44
monat_jahreszeit_Sommer,-1.435
monat_jahreszeit_Winter,-0.602
kohorte_jahreszeit_Herbst,1.997
kohorte_jahreszeit_Sommer,2.773
kohorte_jahreszeit_Winter,-3.056
